OBJECTID_1,FDate,GNIS_ID,GNIS_Name,ReachCode,FType,FCode,SepticLoad,Developed,Agricultur,Forest,TotalLoad,wsAcres,LakeAcres,LkAreaLoad,PtSource,BasinName,BasNumber,Shape_Leng,NHDshort,Resolution,LakeID,FIN,County,Type,Water,Alt_Name,Beach,M_BAS_NAME,BASIN_NAME,LocationID,PWS,Class,PWL_ID,LocName,Lat,Long,AnthroLoad,YearSample,OBJECTID_12,PWL_ID_1,WIN,NAME,DESCRIPT,BASIN,WBTYPE,LGTH_AREA,WSUP_USEASMT,WSUP_DCMT,SHEL_USEASMT,SHEL_DCMT,BATH_USEASMT,BATH_DCMT,RECR_USEASMT,RECR_DCMT,CONS_USEASMT,CONS_DCMT,AQAT_USEASMT,AQAT_DCMT,HABH_USEASMT,AEST_USEASMT,WBCATGRY,MGMTSTAT,UPDATE_YR,FACT_SHEET,SHAPE_AREA_1,Shape_Length,Shape_Area
351,4/12/2012 0:00:00,00956587,Martin Lake,02040104002331,390,39009,54.395499999999998,119.350447000000000,48.376364000000002,345.934644999999990,568.057000000000020,3822.349999999999900,72.269800000000004,7.860225861980000,0.000000000000000,Delaware River Basin,14,0.058218353761800,04002331,2,1402MAR0002,D-1-2-P2,Orange,Lake,Martin Lake, ,No,Delaware River Basin,Neversink,1402MAR0002_C,No,CT,1402-0026,Martin Lake Centroid,41.4006996,-74.6546021,3.073515562520000,2004,2090,1402-0026,D- 1- 2-1-P2,Martin Lake,entire lake,Delaware River,L,65.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0026.pdf,266829.539846199970000,0.058218353761815,0.000031516067481
352,4/12/2012 0:00:00,00943938,Big Pond,02040104002293,390,39009,30.873100000000001,3.142511000000000,0.000000000000000,61.758952999999998,95.774600000000007,696.894999999999980,76.956400000000002,1.244530448410000,0.000000000000000,Delaware River Basin,14,0.053312959141700,04002293,2,1401BIG0075,D-5-P73-2-P75,Orange,Lake,Big Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401BIG0075_C,No,B,1401-0024,Big Pond Centroid,41.4682007,-74.6610031,0.442011931430000, ,1564,1401-0024,D- 5- P73- 2- P75,Big Pond,entire lake,Delaware River,L,71.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0024.pdf,289524.594536697030000,0.053312959141711,0.000033593362089
353,4/12/2012 0:00:00,00957683,Morningside Lake,02040104002094,390,39009,36.753700000000002,198.019551000000010,34.476706999999998,164.282816999999990,6826.140000000000300,2321.719999999999800,130.394000000000010,52.350099999999998,6392.609999999999700,Delaware River Basin,14,0.043384564747600,04002094,2,1402MOR0050,D-1-38-P50,Sullivan,Lake,Morningside Lake,"Morning Dale Lake, Morningdale lake",No,Delaware River Basin,Neversink,1402MOR0050_C,No,B,1402-0001,Morningside Lake Centroid,41.7512016,-74.6510010,51.090200000000003,2015,2060,1402-0001,D- 1-38-P50,Hill Pond/Morningside Lake,entire lake,Delaware River,L,129.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Threatened,Suspected,UnAssessed,UnAssessed,Needs Verification,Assessment/Reassessment Scheduled,7/5/2002 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/1402-0001.pdf,522634.177497814000000,0.043384564747620,0.000057168974299
354,4/12/2012 0:00:00,00943528,Beecher Lake,02040102000452,390,39011,0.000000000000000,0.826977000000000,0.000000000000000,54.731285999999997,55.558300000000003,569.774999999999980,21.282200000000000,2.610550741930000,0.000000000000000,Delaware River Basin,14,0.015594640503800,02000452,2,1403BEE0348,D-70-20-61-P348,Ulster,Lake,Beecher Lake, ,No,Delaware River Basin,East Branch Delaware River,1403BEE0348_C,No,B,1403-0088,Beecher Lake Centroid,42.0430984,-74.6307983,0.038859422430000, ,1040,1403-0088,D-70-20-61-P348,Beecher Lake,entire lake,Delaware River,L,18.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0088.pdf,74458.550623753006000,0.015594640503808,0.000009372507334
355,4/12/2012 0:00:00,00956052,Lake Louise Marie,02040104002168,390,39009,17.641800000000000,99.780636000000001,8.690065000000001,20.260138999999999,146.372999999999990,630.705000000000040,218.035000000000000,0.671326264130000,0.000000000000000,Delaware River Basin,14,0.074619097130400,04002168,2,1402LOU0040,D-1-35-P40,Sullivan,Lake,Lake Louise Marie, ,No,Delaware River Basin,Neversink,1402LOU0040_C,Yes,A,1402-0049,Lake Louise Marie Centroid,41.6052017,-74.5803986,0.578406498960000,2004,1215,1402-0049,D- 1-35-P40,McKee Reservoir/Lake Louise Marie,entire lake,Delaware River,L,215.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0049.pdf,872498.246534580950000,0.074619097130443,0.000095382257503
356,4/12/2012 0:00:00,00971801,Yankee Lake,02040104002183,390,39009,239.633999999999990,71.297197999999995,1.134212000000000,163.949225000000010,476.014999999999990,2197.630000000000100,407.238000000000000,1.168886123100000,0.000000000000000,Delaware River Basin,14,0.100222537098000,04002183,2,1402YAN0021,D-1-12-8-P21,Sullivan,Lake,Yankee Lake, ,No,Delaware River Basin,Neversink,1402YAN0021_C,No,C,1402-0035,Yankee Lake Centroid,41.5849991,-74.5531006,0.766298270300000,2017,1603,1402-0035,D- 1-12- 8-P21,Yankee Reservoir,entire lake,Delaware River,L,395.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0035.pdf,1599815.276490890000000,0.100222537097621,0.000178087564228
357,3/21/2016 0:00:00,00948200,Deer Lake,02040101001299,390,39010,52.925300000000000,1.594883000000000,2.268424000000000,22.217210999999999,79.005899999999997,251.173000000000000,29.519800000000000,2.676368572960000,0.000000000000000,Delaware River Basin,14,0.019260109940000,01001299,2,1404DEE0389,D-71-10-6-P389,Broome,Lake,Deer Lake, ,No,Delaware River Basin,West Branch Delaware River,1404DEE0389_C,No,B,1404-0038,Deer Lake Centroid,42.0596008,-75.5533981,1.923749110770000,2017,1922,1404-0038,"D-71-10- 6-P388,P389,P390","Fly Pond, Deer Lake, Sky Lake",total area of both lakes,Delaware River,L,30.7,UnAssessed,-,UnAssessed,-,Impaired,Known,Impaired,Known,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,Impaired,Verification of Pollutants/Causes Needed,11/3/2009 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/1404-0038.pdf,124060.718875277000000,0.019260109939966,0.000013003210574
358,10/11/2012 0:00:00,00955091,Laurel Lake,02040101001307,390,39009,61.746200000000002,1.571256000000000,7.277860000000000,4.759242000000000,75.354600000000005,79.138199999999998,11.167199999999999,6.747850490720000,0.000000000000000,Delaware River Basin,14,0.009496329328690,01001307,2,1404LAU0382,D-P5426-1-P382,Broome,Lake,Laurel Lake, ,No,Delaware River Basin,West Branch Delaware River,1404LAU0382_C,No,B,1404-0033,Laurel Lake Centroid,42.0103989,-75.4803009,6.321670427680000,2016,1905,1404-0033,"D-71- 6-5-P381,P382","Blueberry, Laurel Lakes",total area of both lakes,Delaware River,L,10.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1404-0033.pdf,42913.033276404698000,0.009496329328692,0.000004915364256
359,4/10/2012 0:00:00,00947190,Columbia Lake,02040101001583,390,39004,0.000000000000000,3.662325000000000,1.134212000000000,32.158245000000001,36.954799999999999,349.975000000000020,17.866199999999999,2.068418690040000,0.000000000000000,Delaware River Basin,14,0.011827995594300,01001583,2,1404COL0379,D-71-4-P378-1-P379,Delaware,Lake,Columbia Lake, ,No,Delaware River Basin,West Branch Delaware River,1404COL0379_C,No,B,1404-0029,Columbia Lake Centroid,42.0494003,-75.3762970,0.268470911550000, ,1610,1404-0029,D-71- 4-P378-1-P379,Columbia Lake,entire lake,Delaware River,L,17.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1404-0029.pdf,69814.131786873506000,0.011827995594336,0.000007868894121
360,10/11/2012 0:00:00,00965257,Silver Lake,02040101001297,390,39009,0.000000000000000,18.748740999999999,14.366685000000000,174.357288000000010,207.473000000000010,1904.450000000000000,26.987500000000001,7.687733728580000,0.000000000000000,Delaware River Basin,14,0.017081817793900,01001297,2,1404SIL0378,D-71-4-P378,Delaware,Lake,Silver Lake, ,No,Delaware River Basin,West Branch Delaware River,1404SIL0378_C,No,B,1404-0028,Silver Lake Centroid,42.0368996,-75.3610992,1.227075942570000, ,1609,1404-0028,D-71- 4-P378,Silver Lake,entire lake,Delaware River,L,26.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1404-0028.pdf,105967.830775142010000,0.017081817793889,0.000011883920901
361,4/12/2012 0:00:00,00960197,Perkins Pond,02040102000468,390,39011,0.000000000000000,0.000000000000000,0.000000000000000,26.420466999999999,26.420500000000001,292.151000000000010,28.198399999999999,0.936949153140000,0.000000000000000,Delaware River Basin,14,0.014653904311100,02000468,2,1403PER0274,D-70-2-P274,Delaware,Lake,Perkins Pond, ,No,Delaware River Basin,East Branch Delaware River,1403PER0274_C,No,C,1403-0046,Perkins Pond Centroid,42.0686989,-75.2371979,0.000001170280000, ,1368,1403-0046,D-70- 2-P274,Perkins Pond,entire lake,Delaware River,L,27.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0046.pdf,110394.901349911020000,0.014653904311076,0.000012423437889
362,10/11/2012 0:00:00,00953501,Lake Huntington,02040101001498,390,39009,13.231299999999999,51.644689999999997,8.884660000000000,27.799312000000000,101.560000000000000,464.064000000000020,81.985799999999998,1.238751088600000,0.000000000000000,Delaware River Basin,14,0.026375076738000,01001498,2,1401HUN0216,D-37-8-P216,Sullivan,Lake,Lake Huntington, ,Yes,Delaware River Basin,Delaware River Main Stem,1401HUN0216_C,No,BT,1401-0008,Lake Huntington Centroid,41.6828995,-74.9904022,0.899676382980000,2015,1867,1401-0008,D-37- 8-P216,Lake Huntington,entire lake,Delaware River,L,80.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,Stressed,Known,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,Minor Impacts,Verification of Pollutants/Causes Needed,7/10/2002 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0008.pdf,324236.038324690020000,0.026375076738025,0.000035906926147
363,4/12/2012 0:00:00,00958211,Lake Muskoday,02040102000523,390,39009,244.044999999999990,64.693199000000007,15.217344000000001,236.649987000000010,560.605000000000020,2792.489999999999800,54.287500000000001,10.326599999999999,0.000000000000000,Delaware River Basin,14,0.034498006786800,02000523,2,1403MUS0280A,D-70-20-4-P280A,Sullivan,Lake,Lake Muskoday, ,No,Delaware River Basin,East Branch Delaware River,1403MUS0280A_C,No,B,1403-0054,Lake Muskoday Centroid,41.9121017,-74.9927979,5.967396048810000,2005,1044,1403-0054,D-70-20- 4- P280a,Muskoday Lake,entire lake,Delaware River,L,50.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0054.pdf,205601.571388539010000,0.034498006786765,0.000023858633433
364,10/11/2012 0:00:00,00954417,Kazens Pond,02040101001481,390,39009,4.410446000000000,6.391348000000000,25.047180999999998,25.953437999999998,61.802399999999999,360.459999999999980,30.490400000000001,2.026946579910000,0.000000000000000,Delaware River Basin,14,0.020412532703600,01001481,2,1401KAZ5263,D-37-11-2-P5263,Sullivan,Lake,Kazens Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401KAZ5263_C,No,B,1401-0108,Kazens Pond Centroid,41.7013016,-74.9512024,1.175745874110000, ,1126,1401-0108,D-37-11-2-P???,Kazens Pond,entire lake,Delaware River,L,29.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0108.pdf,119962.895424349000000,0.020412532703640,0.000013357516750
365,10/11/2012 0:00:00,00954519,Kenoza Lake,02040101001450,390,39010,102.910000000000000,95.893845999999996,1057.641523999999900,489.312379000000020,1745.760000000000000,7596.020000000000400,90.203599999999994,19.353500000000000,0.000000000000000,Delaware River Basin,14,0.034416720152600,01001450,2,1401KEN0232,D-53-1-8-P232,Sullivan,Lake,Kenoza Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401KEN0232_C,No,B,1401-0120,Kenoza Lake Centroid,41.7266998,-74.9464035,13.929000000000000,2010,1543,1401-0120,"D-53-1- 8-P232,P233,P234","Kenoza, Pine, Hust Lakes",total area of all three lakes,Delaware River,L,126.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,Threatened,,11/25/2002 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0120.pdf,512787.491462737960000,0.034416720152600,0.000039532665634
366,10/11/2012 0:00:00,00953537,Hust Pond,02040101001381,390,39009,5.880594000000000,0.661581000000000,5.765577000000000,7.828286000000000,20.135999999999999,102.761000000000000,11.556400000000000,1.742414506250000,0.000000000000000,Delaware River Basin,14,0.013795891283400,01001381,2,1401HUS0239,D-53-1-13-1-P239,Sullivan,Lake,Hust Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401HUS0239_C,No,C,1401-0123,Hust Pond Centroid,41.8074989,-74.9446030,1.065012806760000, ,1935,1401-0123,D-53-1- 8-P239,Hust Pond,entire lake,Delaware River,L,11.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0123.pdf,47748.108343244196000,0.013795891283389,0.000005071039121
367,4/12/2012 0:00:00,00944382,Bodine Lake,02040104002285,390,39004,67.626800000000003,8.387905999999999,0.000000000000000,31.491060999999998,107.506000000000000,377.654000000000000,21.858200000000000,4.918328087400000,0.000000000000000,Delaware River Basin,14,0.013253272969500,04002285,2,1401BOD0185,D-30-2-P185,Sullivan,Lake,Bodine Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401BOD0185_C,No,B,1401-0091,Bodine Lake Centroid,41.5220985,-74.9262009,3.477639467110000,2010,1823,1401-0091,"D-30-2-P185,P186","Bodine, Montgomery Lakes",total area of both lakes,Delaware River,L,39.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,Impaired,Known,UnAssessed,-,Stressed,Known,UnAssessed,UnAssessed,UnAssessed,Verification of Sources Needed,8/20/2012 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0091.pdf,158191.361861476010000,0.013253272969512,0.000009549647055
368,4/12/2012 0:00:00,00967886,Trout Pond,02040104002219,390,39009,1.470149000000000,3.225209000000000,1.795836000000000,113.465674000000010,119.956999999999990,1308.020000000000000,16.129899999999999,7.436925647400000,0.000000000000000,Delaware River Basin,14,0.013919622101300,04002219,2,1401TRO0196,D-30-P196,Sullivan,Lake,Trout Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401TRO0196_DH,No,B,1401-0096,TROUT LAKE (SULLIVAN) DEEP HOLE,41.6113014,-74.9160004,0.402440560700000,2005,1821,1401-0096,D-30-P196,Trout Pond,entire lake,Delaware River,L,16.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0096.pdf,68142.830073277597000,0.013919622101303,0.000007056592582
369,10/11/2012 0:00:00,00953477,Hunter Lake,02040101001449,390,39009,20.582100000000001,36.676412999999997,347.897275999999980,232.913760000000000,638.070000000000050,3283.110000000000100,105.139000000000000,6.068818687640000,0.000000000000000,Delaware River Basin,14,0.048430897994200,01001449,2,1401HUN0237,D-53-1-8-P237,Sullivan,Lake,Hunter Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401HUN0237_C,No,B,1401-0122,Hunter Pond Centroid,41.7229996,-74.8998032,3.853529518070000, ,1776,1401-0122,D-53-1- 8-P237,Hunter Lake,entire lake,Delaware River,L,101.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0122.pdf,409192.225921900010000,0.048430897994233,0.000046075538801
370,4/12/2012 0:00:00,00969049,Wells Pond,02040104002218,390,39004,0.000000000000000,11.991161000000000,0.000000000000000,74.969185999999993,86.960300000000004,821.211000000000010,51.506599999999999,1.688334058160000,0.000000000000000,Delaware River Basin,14,0.037888465857800,04002218,2,1401WEL0183,D-25-P183,Sullivan,Lake,Wells Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401WEL0183_C,No,C,1401-0088,Wells Pond Centroid,41.6099014,-74.8749008,0.232807329550000, ,1806,1401-0088,D-29-P183,Wells Pond,entire lake,Delaware River,L,50.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0088.pdf,204015.203365514030000,0.037888465857834,0.000022533043041
371,4/12/2012 0:00:00,00945002,Brydon Lake,02040102000439,390,39011,1.470149000000000,0.880139000000000,4.725883000000000,25.975677999999998,33.051800000000000,285.737000000000020,13.200900000000001,2.503757243820000,0.000000000000000,Delaware River Basin,14,0.009293799939960,02000439,2,1403BRY0362,D-70-49-P362,Delaware,Lake,Brydon Lake, ,Yes,Delaware River Basin,East Branch Delaware River,1403BRY0362_C,No,B,1403-0095,Brydon Lake Centroid,42.1918983,-74.8684006,0.536033300760000, ,1042,1403-0095,D-70-49-P362,Brydon Lake,entire lake,Delaware River,L,11.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0095.pdf,46189.492817569597000,0.009293799939959,0.000005827165250
372,4/12/2012 0:00:00,00957514,Mongaup Falls Reservoir,02040104002243,390,39010,1886.200000000000000,4286.225712999999800,3956.770665999999900,8337.658762999999500,51403.400000000001000,102588.000000000000000,106.441000000000000,482.928999999999970,32936.599999999999000,Delaware River Basin,14,0.054865386031100,04002243,2,1401MON0096A,D-10-P96A,Sullivan,Lake,Mongaup Falls Reservoir, ,No,Delaware River Basin,Delaware River Main Stem,1401MON0096A_C,No,B,1401-0075,Mongaup Falls Reservoir Centroid,41.5471992,-74.7770996,404.596999999999980,2005,1547,1401-0075,D-10 (portion 4)/P96a,Mongaup Falls Reservoir,entire lake,Delaware River,L,99.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0075.pdf,404074.789814555030000,0.054865386031089,0.000046520674430
373,4/12/2012 0:00:00,00977516,Pauls Pond,02040104002115,390,39004,8.820891000000000,3.662325000000000,1.039694000000000,15.167305000000001,28.690200000000001,173.425999999999990,8.508550802480000,3.371927331230000,0.000000000000000,Delaware River Basin,14,0.008360289687580,04002115,2,1401PAU0127B,D-10-22-3A-P127B,Sullivan,Lake,Pauls Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401PAU0127B_C,No,B,1401-0062,Pauls Pond Centroid,41.7336998,-74.7908020,1.589329994490000, ,1853,1401-0062,"D-10-22-P127a,P127b",Woods/Pauls Ponds,total area of both lakes,Delaware River,L,15.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0062.pdf,61356.588491329399000,0.008360289687580,0.000003729327658
374,4/12/2012 0:00:00,00956432,Maple Lake,02040102000501,390,39004,2.940297000000000,1.902046000000000,5.848975000000000,31.557780000000001,42.249099999999999,339.786000000000000,14.707400000000000,2.872642207320000,0.000000000000000,Delaware River Basin,14,0.013596100846900,02000501,2,1403MAP0320,D-70-20-25-11-3-P320,Sullivan,Lake,Maple Lake, ,No,Delaware River Basin,East Branch Delaware River,1403MAP0320_C,No,B,1403-0070,Maple Lake Centroid,41.9360008,-74.7576981,0.726934740330000, ,1568,1403-0070,D-70-20-25-11- 3-P320,Maple Lake/Knapp Pond,entire lake,Delaware River,L,10.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0070.pdf,43001.258107169197000,0.013596100846887,0.000006466376165
375,4/12/2012 0:00:00,00949338,Echo Lake,02040104002267,390,39009,11.761200000000001,0.496186000000000,0.000000000000000,63.804982000000003,76.062399999999997,682.270999999999960,50.542999999999999,1.504903864040000,0.000000000000000,Delaware River Basin,14,0.020874877536900,04002267,2,1401ECH0078,D-10-5-5-P78,Sullivan,Lake,Echo Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401ECH0078_C,No,B,1401-0028,Echo Lake Centroid,41.5084000,-74.7245026,0.242514650890000, ,1565,1401-0028,D-10- 5-5-P78,Echo Lake,entire lake,Delaware River,L,53.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0028.pdf,215349.277369714020000,0.020874877536894,0.000022076880428
376,4/12/2012 0:00:00,00963765,Saint Josephs Lake,02040104002192,390,39010,22.052199999999999,279.482655000000020,14.144290000000000,248.370178000000010,564.048999999999980,3199.130000000000100,234.223999999999990,2.408162058540000,0.000000000000000,Delaware River Basin,14,0.070788992509900,04002192,2,1401STJ0096,D-10-11-P96,Sullivan,Lake,St Josephs Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401STJ0096_C,No,B,1401-0039,St Josephs Lake Centroid,41.5974007,-74.7041016,1.347764627020000,2005,1069,1401-0039,D-10-11-P96,Saint Josephs Lake,entire lake,Delaware River,L,237.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,Stressed,Unconfirmed,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,Needs Verification,Assessment/Reassessment Scheduled,7/8/2002 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0039.pdf,961097.067547878020000,0.070788992509895,0.000102446102603
377,4/12/2012 0:00:00,00951132,Gillman Pond,02040104002210,390,39010,20.582100000000001,32.506087999999998,0.756141000000000,294.761669999999980,695.633000000000040,3077.719999999999800,24.577800000000000,28.303300000000000,347.026999999999990,Delaware River Basin,14,0.027020943076000,04002210,2,1401GIL0035,D-1-22-P35,Sullivan,Lake,Gillman Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401GIL0035_C,No,B,1402-0044,Gillman Pond Centroid,41.5746994,-74.6673965,16.310300000000002, ,1237,1402-0044,"D- 1-22-P33,P35,P36","Crane, Gilman Ponds, Melody Lake",total area of all three lakes,Delaware River,L,53.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0044.pdf,217290.707519731020000,0.027020943076012,0.000010746198257
378,4/12/2012 0:00:00,00950408,Forest Lake,02040102000464,390,39004,0.000000000000000,0.000000000000000,0.000000000000000,22.372886999999999,22.372900000000001,240.738000000000000,16.698300000000000,1.339830222240000,0.000000000000000,Delaware River Basin,14,0.010874814188200,02000464,2,1403FOR0346A,D-70-20-57A-P346A,Ulster,Lake,Forest Lake, ,No,Delaware River Basin,East Branch Delaware River,1403FOR0346A_C,No,B,1403-0087,Forest Lake Centroid,42.0069008,-74.6648026,0.000000778520000, ,1475,1403-0087,D-70-20-57a-P346a,Forest Lake,entire lake,Delaware River,L,14.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0087.pdf,57474.658008144601000,0.010874814188240,0.000007349671498
379,4/12/2012 0:00:00,00949743,Evens Lake,02040104002091,390,39004,35.283600000000000,162.459555999999990,27.999468000000000,137.484280000000010,6755.840000000000100,1825.579999999999900,27.776499999999999,243.221000000000000,6392.609999999999700,Delaware River Basin,14,0.015370791088400,04002091,2,1402EVE0050A,D-1-38-P50A,Sullivan,Lake,Evens Lake,Evans Lake,No,Delaware River Basin,Neversink,1402EVE0050A_DH,No,B,1402-0004,EVE(A)NS LAKE DEEP HOLE,41.7649994,-74.6523972,238.271999999999990,2015,1732,1402-0004,D- 1-38-P50a,Evens Lake,entire lake,Delaware River,L,29.8,N/A,-,N/A,-,Stressed,Known,Impaired,Known,UnAssessed,-,Stressed,Suspected,Good,Poor,Impaired,Restoration/Protection Strategy Needed,5/19/2016 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/1402-0004.pdf,120410.111679547000000,0.015370791088381,0.000012180138411
380,4/12/2012 0:00:00,00968709,Walls Pond,02040104002320,390,39004,0.000000000000000,3.166139000000000,10.118950000000000,116.801591000000000,130.086999999999990,1215.089999999999900,15.170100000000000,8.575202536570000,0.000000000000000,Delaware River Basin,14,0.012879306999500,04002320,2,1402WAT0013,D-1-9-P13,Orange,Lake,Watts Pond, ,No,Delaware River Basin,Neversink,1402WAT0013_C,No,B,1402-0030,Watts Pond Centroid,41.4198990,-74.6081009,0.875762783370000, ,2088,1402-0030,D- 1- 9-P13,Walls Pond,entire lake,Delaware River,L,12.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0030.pdf,51266.128661294504000,0.012879306999457,0.000006617208584
